,day,time,room
1282,Mo,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1283,We,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1284,We,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1285,Mo,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1286,We,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1287,We,12:00PM - 12:50PM,"LTL, CYT Bldg (354)"
1288,Tu,05:30PM - 06:20PM,"G005, CYT Bldg (30)"
1289,Tu,04:30PM - 05:20PM,"G005, CYT Bldg (30)"
1290,Tu,01:30PM - 02:20PM,"G005, CYT Bldg (30)"
1291,Tu,03:00PM - 04:20PM,"LTL, CYT Bldg (354)"
1292,Th,03:00PM - 04:20PM,"LTL, CYT Bldg (354)"
1293,Tu,03:00PM - 04:20PM,"LTL, CYT Bldg (354)"
1294,Th,03:00PM - 04:20PM,"LTL, CYT Bldg (354)"
1295,Tu,01:30PM - 02:20PM,"Rm 5620, Lift 31-32 (70)"
1296,Th,01:30PM - 02:20PM,"Rm 5620, Lift 31-32 (70)"
1297,Tu,01:30PM - 02:20PM,"Rm 5620, Lift 31-32 (70)"
1298,Th,01:30PM - 02:20PM,"Rm 5620, Lift 31-32 (70)"
1299,Tu,02:30PM - 02:50PM,"Rm 5620, Lift 31-32 (70)"
1300,Th,02:30PM - 02:50PM,"Rm 5620, Lift 31-32 (70)"
1301,Tu,02:30PM - 02:50PM,"Rm 5620, Lift 31-32 (70)"
1302,Th,02:30PM - 02:50PM,"Rm 5620, Lift 31-32 (70)"
1303,Mo,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1304,We,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1305,We,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1306,Mo,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1307,We,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1308,We,09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)"
1309,Mo,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1310,We,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1311,We,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1312,Mo,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1313,We,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1314,We,10:00AM - 10:20AM,"Rm 6591, Lift 31-32 (88)"
1315,Tu,12:00PM - 01:50PM,Lecture Theater H (69)
1316,Tu,02:00PM - 02:50PM,Lecture Theater H (69)
1317,We,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1318,Fr,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1319,Fr,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1320,We,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1321,Fr,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1322,Fr,01:30PM - 02:20PM,"Rm 4502, Lift 25-26 (60)"
1323,We,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1324,Fr,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1325,Fr,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1326,We,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1327,Fr,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1328,Fr,02:30PM - 02:50PM,"Rm 4502, Lift 25-26 (60)"
1329,Tu,09:00AM - 10:20AM,"Rm 2304, Lift 17-18 (76)"
1330,Th,09:00AM - 10:20AM,"Rm 2304, Lift 17-18 (76)"
1331,Tu,09:00AM - 10:20AM,"Rm 2304, Lift 17-18 (76)"
1332,Th,09:00AM - 10:20AM,"Rm 2304, Lift 17-18 (76)"
1333,Th,05:00PM - 06:50PM,"Rm 1409, Lift 25-26 (60)"
1334,Mo,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1335,We,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1336,We,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1337,Mo,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1338,We,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1339,We,10:30AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
1340,Tu,10:30AM - 11:50AM,"LTL, CYT Bldg (354)"
1341,Th,10:30AM - 11:50AM,"LTL, CYT Bldg (354)"
1342,Tu,10:30AM - 11:50AM,"LTL, CYT Bldg (354)"
1343,Th,10:30AM - 11:50AM,"LTL, CYT Bldg (354)"
1344,Tu,10:30AM - 11:20AM,"Rm 1409, Lift 25-26 (60)"
1345,Th,10:30AM - 11:20AM,"Rm 1409, Lift 25-26 (60)"
1346,Tu,10:30AM - 11:20AM,"Rm 1409, Lift 25-26 (60)"
1347,Th,10:30AM - 11:20AM,"Rm 1409, Lift 25-26 (60)"
1348,Tu,11:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1349,Th,11:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1350,Tu,11:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1351,Th,11:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1352,Mo,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1353,We,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1354,We,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1355,Mo,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1356,We,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1357,We,12:00PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
1358,Tu,03:00PM - 04:50PM,Lecture Theater K (106)
1359,Tu,05:00PM - 05:50PM,Lecture Theater K (106)
1360,Th,02:00PM - 03:50PM,"Rm 4502, Lift 25-26 (60)"
1361,Th,04:00PM - 04:50PM,"Rm 4502, Lift 25-26 (60)"
1362,Th,07:00PM - 09:50PM,"Rm 5508, Lift 25-26 (30)"
1363,Tu,10:30AM - 01:20PM,"G002, CYT Bldg (30)"
1364,Th,03:00PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
1365,Tu,07:00PM - 09:50PM,"Rm 2126D, Lift 19 (34)"
1366,Th,07:00PM - 09:50PM,"Rm 2503, Lift 25-26 (87)"
1367,Tu,07:00PM - 09:50PM,"Rm 1103, Acad Concourse (100)"
1368,Tu,12:30PM - 01:20PM,"Rm 1033, LSK Bldg (50)"
1369,Tu,05:00PM - 05:50PM,"G009B, CYT Bldg (70)"
1370,Tu,06:00PM - 06:50PM,"G009B, CYT Bldg (70)"
1371,Tu,02:30PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1372,Tu,10:30AM - 11:50AM,"G010, CYT Bldg (140)"
1373,Th,10:30AM - 11:50AM,"G010, CYT Bldg (140)"
1374,Tu,10:30AM - 11:50AM,"G010, CYT Bldg (140)"
1375,Th,10:30AM - 11:50AM,"G010, CYT Bldg (140)"
1376,Tu,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
1377,Th,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
1378,Tu,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
1379,Th,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
1380,Tu,04:30PM - 05:20PM,"Rm 2126C, Lift 19 (28)"
1381,Tu,04:30PM - 05:50PM,"Rm 5620, Lift 31-32 (70)"
1382,Tu,01:30PM - 02:50PM,"Rm 5562, Lift 27-28 (30)"
1383,Th,01:30PM - 02:50PM,"Rm 5562, Lift 27-28 (30)"
1384,Tu,01:30PM - 02:50PM,"Rm 5562, Lift 27-28 (30)"
1385,Th,01:30PM - 02:50PM,"Rm 5562, Lift 27-28 (30)"
1386,Mo,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1387,We,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1388,We,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1389,Mo,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1390,We,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1391,We,12:00PM - 01:20PM,"G001, CYT Bldg (24)"
1392,Tu,09:00AM - 10:20AM,"Rm 2406, Lift 17-18 (76)"
1393,Th,09:00AM - 10:20AM,"Rm 2406, Lift 17-18 (76)"
1394,Tu,09:00AM - 10:20AM,"Rm 2406, Lift 17-18 (76)"
1395,Th,09:00AM - 10:20AM,"Rm 2406, Lift 17-18 (76)"
1396,We,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1397,Fr,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1398,Fr,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1399,We,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1400,Fr,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1401,Fr,04:30PM - 05:50PM,"G009A, CYT Bldg (80)"
1402,Tu,06:00PM - 06:50PM,"Rm 1032, LSK Bldg (45)"
1403,Th,04:30PM - 07:20PM,"Rm 3207, Lift 21"
1404,Tu,12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)"
1405,Th,12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)"
1406,Tu,12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)"
1407,Th,12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)"
1408,Mo,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1409,We,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1410,We,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1411,Mo,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1412,We,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1413,We,12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)"
1414,Tu,01:30PM - 04:20PM,"Rm 3494, Lift 25-26 (20)"
1415,Th,03:00PM - 05:50PM,"Rm 2610, Lift 31-32 (26)"
1416,Tu,10:30AM - 11:20AM,"Rm 2590, Lift 27-28"
1417,Th,10:30AM - 12:20PM,"Rm 2590, Lift 27-28"
1418,Tu,12:00PM - 01:20PM,"Rm 2590, Lift 27-28"
1419,Tu,03:00PM - 05:20PM,"Rm 2590, Lift 27-28"
1420,Th,02:00PM - 04:50PM,"Rm 1409, Lift 25-26 (60)"
1421,Th,05:00PM - 06:50PM,"Rm 2590, Lift 27-28"
1422,Th,05:00PM - 06:50PM,TBA
1423,We,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1424,Fr,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1425,Fr,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1426,We,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1427,Fr,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1428,Fr,01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
1429,Tu,02:30PM - 04:20PM,"Rm 6602, Lift 31-32 (60)"
1430,We,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1431,Fr,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1432,Fr,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1433,We,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1434,Fr,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1435,Fr,01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)"
1436,We,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1437,Fr,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1438,Fr,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1439,We,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1440,Fr,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1441,Fr,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
1442,Tu,01:30PM - 02:50PM,Lecture Theater K (106)
1443,Th,01:30PM - 02:50PM,Lecture Theater K (106)
1444,Tu,01:30PM - 02:50PM,Lecture Theater K (106)
1445,Th,01:30PM - 02:50PM,Lecture Theater K (106)
1446,Tu,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1447,Th,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1448,Tu,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1449,Th,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1450,Mo,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1451,We,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1452,We,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1453,Mo,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1454,We,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1455,We,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
1456,Mo,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1457,We,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1458,We,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1459,Mo,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1460,We,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1461,We,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1462,Th,09:00AM - 09:50AM,"G021, LSK Bldg"
1463,Th,03:00PM - 03:50PM,"G021, LSK Bldg"
1464,Tu,10:30AM - 11:20AM,"G021, LSK Bldg"
1465,Th,12:00PM - 12:50PM,"G021, LSK Bldg"
1466,Tu,12:00PM - 12:50PM,"G021, LSK Bldg"
1467,Th,04:30PM - 05:20PM,"G021, LSK Bldg"
1468,Tu,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
1469,Th,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
1470,Tu,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
1471,Th,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
1472,Tu,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
1473,Th,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
1474,Tu,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
1475,Th,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
1476,Tu,03:00PM - 04:20PM,Lecture Theater D (216)
1477,Th,03:00PM - 04:20PM,Lecture Theater D (216)
1478,Tu,03:00PM - 04:20PM,Lecture Theater D (216)
1479,Th,03:00PM - 04:20PM,Lecture Theater D (216)
1480,Tu,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1481,Th,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1482,Tu,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1483,Th,09:00AM - 10:20AM,"G012, LSK Bldg (199)"
1484,We,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1485,Fr,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1486,Fr,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1487,We,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1488,Fr,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1489,Fr,03:00PM - 04:20PM,"Rm 1104, Acad Concourse (120)"
1490,Mo,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1491,We,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1492,We,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1493,Mo,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1494,We,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1495,We,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
1496,Mo,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1497,We,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1498,We,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1499,Mo,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1500,We,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1501,We,10:30AM - 11:50AM,"Rm 4619, Lift 31-32 (126)"
1502,Tu,10:30AM - 11:50AM,"Rm 2502, Lift 25-26 (120)"
1503,Th,10:30AM - 11:50AM,"Rm 2502, Lift 25-26 (120)"
1504,Tu,10:30AM - 11:50AM,"Rm 2502, Lift 25-26 (120)"
1505,Th,10:30AM - 11:50AM,"Rm 2502, Lift 25-26 (120)"
1506,Tu,03:00PM - 04:20PM,"Rm 4619, Lift 31-32 (126)"
1507,Th,03:00PM - 04:20PM,"Rm 4619, Lift 31-32 (126)"
1508,Tu,03:00PM - 04:20PM,"Rm 4619, Lift 31-32 (126)"
1509,Th,03:00PM - 04:20PM,"Rm 4619, Lift 31-32 (126)"
1510,Tu,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
1511,Th,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
1512,Tu,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
1513,Th,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
1514,Mo,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1515,We,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1516,We,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1517,Mo,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1518,We,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1519,We,10:30AM - 11:50AM,"Rm 1409, Lift 25-26 (60)"
1520,Tu,04:30PM - 05:20PM,"G005, LSK Bldg"
1521,Th,11:00AM - 12:50PM,"Rm 1034, LSK Bldg (80)"
1522,Tu,12:00PM - 02:50PM,"G005, LSK Bldg"
1523,Tu,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
1524,Th,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
1525,Tu,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
1526,Th,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
1527,Tu,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
1528,Th,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
1529,Tu,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
1530,Th,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
1531,Tu,01:30PM - 02:50PM,"Rm 1010, LSK Bldg (80)"
1532,Th,01:30PM - 02:50PM,"Rm 1010, LSK Bldg (80)"
1533,Tu,01:30PM - 02:50PM,"Rm 1010, LSK Bldg (80)"
1534,Th,01:30PM - 02:50PM,"Rm 1010, LSK Bldg (80)"
1535,Tu,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
1536,Th,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
1537,Tu,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
1538,Th,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
1539,Th,06:00PM - 06:50PM,"G005, LSK Bldg"
1540,Tu,03:00PM - 04:20PM,"Rm 1010, LSK Bldg (80)"
1541,Th,03:00PM - 04:20PM,"Rm 1010, LSK Bldg (80)"
1542,Tu,03:00PM - 04:20PM,"Rm 1010, LSK Bldg (80)"
1543,Th,03:00PM - 04:20PM,"Rm 1010, LSK Bldg (80)"
1544,Tu,12:00PM - 01:20PM,"Rm 1007, LSK Bldg (80)"
1545,Th,12:00PM - 01:20PM,"Rm 1007, LSK Bldg (80)"
1546,Tu,12:00PM - 01:20PM,"Rm 1007, LSK Bldg (80)"
1547,Th,12:00PM - 01:20PM,"Rm 1007, LSK Bldg (80)"
1548,We,04:30PM - 05:50PM,"G021, LSK Bldg"
1549,Fr,04:30PM - 05:50PM,"G021, LSK Bldg"
1550,Fr,04:30PM - 05:50PM,"G021, LSK Bldg"
1551,We,04:30PM - 05:50PM,"G021, LSK Bldg"
1552,Fr,04:30PM - 05:50PM,"G021, LSK Bldg"
1553,Fr,04:30PM - 05:50PM,"G021, LSK Bldg"
1554,Mo,10:30AM - 11:50AM,"G021, LSK Bldg"
1555,We,10:30AM - 11:50AM,"G021, LSK Bldg"
1556,We,10:30AM - 11:50AM,"G021, LSK Bldg"
1557,Mo,10:30AM - 11:50AM,"G021, LSK Bldg"
1558,We,10:30AM - 11:50AM,"G021, LSK Bldg"
1559,We,10:30AM - 11:50AM,"G021, LSK Bldg"
1560,Th,02:00PM - 02:50PM,"G021, LSK Bldg"
1561,Th,10:30AM - 11:20AM,"G021, LSK Bldg"
1562,Tu,09:00AM - 10:20AM,"Rm 4582, Lift 27-28 (66)"
1563,Mo,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1564,We,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1565,We,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1566,Mo,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1567,We,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1568,We,10:30AM - 11:50AM,"Rm 1009, LSK Bldg (80)"
1569,We,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1570,Fr,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1571,Fr,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1572,We,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1573,Fr,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1574,Fr,03:00PM - 04:20PM,"G012, LSK Bldg (199)"
1575,We,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1576,Fr,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1577,Fr,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1578,We,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1579,Fr,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1580,Fr,04:30PM - 05:50PM,"G012, LSK Bldg (199)"
1581,Mo,12:00PM - 01:20PM,Lecture Theater H (69)
1582,We,12:00PM - 01:20PM,Lecture Theater H (69)
1583,We,12:00PM - 01:20PM,Lecture Theater H (69)
1584,Mo,12:00PM - 01:20PM,Lecture Theater H (69)
1585,We,12:00PM - 01:20PM,Lecture Theater H (69)
1586,We,12:00PM - 01:20PM,Lecture Theater H (69)
1587,Tu,03:00PM - 04:20PM,"Rm 1009, LSK Bldg (80)"
1588,Th,03:00PM - 04:20PM,"Rm 1009, LSK Bldg (80)"
1589,Tu,03:00PM - 04:20PM,"Rm 1009, LSK Bldg (80)"
1590,Th,03:00PM - 04:20PM,"Rm 1009, LSK Bldg (80)"
1591,Tu,04:30PM - 05:50PM,"Rm 1009, LSK Bldg (80)"
1592,Th,04:30PM - 05:50PM,"Rm 1009, LSK Bldg (80)"
1593,Tu,04:30PM - 05:50PM,"Rm 1009, LSK Bldg (80)"
1594,Th,04:30PM - 05:50PM,"Rm 1009, LSK Bldg (80)"
1595,Tu,09:30AM - 10:20AM,"G021, LSK Bldg"
1596,Mo,12:00PM - 01:20PM,"G005, LSK Bldg"
1597,We,12:00PM - 01:20PM,"G005, LSK Bldg"
1598,We,12:00PM - 01:20PM,"G005, LSK Bldg"
1599,Mo,12:00PM - 01:20PM,"G005, LSK Bldg"
1600,We,12:00PM - 01:20PM,"G005, LSK Bldg"
1601,We,12:00PM - 01:20PM,"G005, LSK Bldg"
1602,Tu,03:00PM - 04:20PM,"G005, LSK Bldg"
1603,Th,09:00AM - 10:20AM,"Rm 5620, Lift 31-32 (70)"
1604,Tu,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
1605,Th,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
1606,Tu,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
1607,Th,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
1608,Tu,09:30AM - 12:50PM,"Rm 2003, LSK Bldg"
1609,Th,07:00PM - 10:20PM,"G001, LSK Bldg (70)"
1610,Tu,02:00PM - 05:20PM,"G021, LSK Bldg"
1611,Th,07:00PM - 10:20PM,"G021, LSK Bldg"
1612,Tu,02:00PM - 05:20PM,"G001, LSK Bldg (70)"
1613,Th,07:00PM - 10:20PM,"Rm 1001, LSK Bldg (70)"
1614,Th,07:00PM - 10:20PM,"G001, LSK Bldg (70)"
1615,Th,02:30PM - 05:50PM,"Rm 5583, Lift 29-30 (80)"
1616,Th,09:00AM - 12:20PM,"G001, LSK Bldg (70)"
1617,Th,02:00PM - 05:20PM,"G003, LSK Bldg (70)"
1618,Th,02:30PM - 05:50PM,"G005, LSK Bldg"
1619,Tu,06:30PM - 09:50PM,TBA
1620,Tu,07:00PM - 09:50PM,"Rm 6602, Lift 31-32 (60)"
1621,Th,07:00PM - 09:50PM,"Rm 2502, Lift 25-26 (120)"
1622,Tu,04:00PM - 05:50PM,"Rm 2126D, Lift 19 (34)"
1623,Th,03:00PM - 04:50PM,"Rm 2612A, Lift 31-32 (29)"
1624,Tu,12:00PM - 01:50PM,"Rm 2612A, Lift 31-32 (29)"
1625,Tu,09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)"
1626,Th,09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)"
1627,Tu,09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)"
1628,Th,09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)"
1629,Mo,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1630,We,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1631,We,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1632,Mo,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1633,We,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1634,We,10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)"
1635,Tu,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
1636,Th,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
1637,Tu,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
1638,Th,10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)"
1639,We,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1640,Fr,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1641,Fr,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1642,We,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1643,Fr,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1644,Fr,03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)"
1645,Mo,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1646,We,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1647,We,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1648,Mo,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1649,We,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1650,We,09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)"
1651,Mo,12:00PM - 01:20PM,"Rm 2127B, Lift 19 (28)"
1652,We,12:00PM - 01:20PM,"Rm 2127B, Lift 19 (28)"
